"Status","Updated_At","Location","what_participant_group","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Applied_Research_current","changed_10yrs","percent_Fundamental_Research_past","percent_Use_inspired_Research_past","percent_Applied_Research_past","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other","Main_reason_change_Other_text","view_change_of_type","partnership_outside","partnership_change_10yrs","partnership_outside_before","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other","reason_partnership_change_other_text","view_change_partnership","external_pi_grant_11_15_fundamental","external_pi_grant_11_15_use","external_pi_grant_11_15_applied","external_pi_grant_6_10_fundamental","external_pi_grant_6_10_use","external_pi_grant_6_10_applied","successful_grants_11_15_fundamental","successful_grants_11_15_use","successful_grants_11_15_applied","successful_grants_6_10_fundamental","successful_grants_6_10_use","successful_grants_6_10_applied","practical_applications_important_11_15","practical_applications_important_6_10","include_nonacademia_partners_success_11_15","include_nonacademia_partners_success_6_10","distribution_funding_11_15_internal","distriution_funding_11_15_government","distriution_funding_11_15_for_profit","distriution_funding_11_15_nongov","distriution_funding_11_15_other","distriution_funding_11_15_other_text","distriution_funding_6_10_internal","distriution_funding_6_10_government","distriution_funding_6_10_for_profit","distriution_funding_6_10_nongov","distriution_funding_6_10_other","distriution_funding_6_10_other_text","success_change_10yrs_fundamental","success_change_10yrs_use","success_change_10yrs_applied","opinion_fundamental_important","high_priority_fundamental","high_priority_use_inspired","high_priority_applied","high_priority_no_change","high_priority_comments","available_funding_fundamental","available_funding_use_inspired","available_funding_applied","next_generation","next_generation_Comments","field_research","PhD_Year","Country_work","gender","Country"
"Incomplete","7/5/16 23:07","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","0%","30%","70%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","0","0","0","0","0","0","0%","0%","0%","0%","0%","0%","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/5/16 23:14","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","90%","60%","30%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","0","0","3-Jan","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 0:09","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","70%","","30%","Yes","100%","","",1,NA,1,1,NA,"","Slightly positive","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 0:43","Ontario","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 1:13","Ontario","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 1:31","","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","",""
"Incomplete","7/6/16 1:35","Ontario","Senior academic researcher with >10 years of experience applying for research grants","40%","40%","20%","Yes","60%","40%","0%",1,NA,1,NA,NA,"","Neutral","Some partnership","Yes","Strong partnership",NA,NA,NA,1,NA,"","Very negative","3-Jan","3-Jan","0","3-Jan","3-Jan","3-Jan","100%","100%","100%","100%","100%","100%","Quite important","Quite important","Quite important","Mandatory","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 1:45","Quebec","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 2:37","Ontario","Senior academic researcher with >10 years of experience applying for research grants","50%","50%","","Yes","100%","","",1,1,NA,1,NA,"","Very positive","Some partnership","Yes","No partnership",1,1,1,NA,NA,"","Very positive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 4:57","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","0","0","6-Apr","0","0","100%","0%","0%","100%","0%","0%","Mandatory","Mandatory","Mandatory","Mandatory","","100%","","","","","10%","90%","","","","","Decreased","Can't comment","Can't comment","Somewhat important",NA,NA,1,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 5:05","Israel","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Israel"
"Incomplete","7/8/16 6:25","Israel","Senior academic researcher with >10 years of experience applying for research grants","80%","60%","30%","Yes","90%","10%","",1,NA,NA,NA,NA,"","Neutral","Some partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","3-Jan","","6-Apr","3-Jan","","20%","0%","","10%","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Israel"
"Incomplete","7/6/16 14:11","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","80%","20%","","Yes","20%","50%","30%",NA,1,NA,NA,NA,"","Very positive","Some partnership","Yes","Strong partnership",NA,1,NA,NA,NA,"","Neutral","3-Jan","3-Jan","3-Jan","","6-Apr","6-Apr","20%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","20%","30%","Very important","Mandatory","Somewhat important","Mandatory","80%","20%","","","","","0%","50%","20%","30%","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Germany"
"Incomplete","7/6/16 6:01","Israel","","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","Yes","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Israel"
"Incomplete","7/6/16 6:14","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Israel"
"Incomplete","7/6/16 6:39","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Israel"
"Incomplete","7/6/16 7:42","Israel","Senior academic researcher with >10 years of experience applying for research grants","60%","0%","40%","Yes","80%","","20%",NA,NA,NA,NA,1,"commercial related","Slightly positive","Exclusive partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Slightly positive","6-Apr","","3-Jan","9-Jul","","3-Jan","70%","","20%","60%","","20%","Very important","Very important","Somewhat important","Somewhat important","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Israel"
"Incomplete","7/6/16 8:40","Israel","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Israel"
"Incomplete","7/6/16 9:09","Ontario","Senior academic researcher with >10 years of experience applying for research grants","80%","","20%","Yes","50%","","50%",1,NA,NA,NA,NA,"","Very positive","Some partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 9:49","Israel","Senior academic researcher with >10 years of experience applying for research grants","40%","","60%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Israel"
"Incomplete","7/6/16 11:05","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","50%","30%","20%","Yes","50%","40%","10%",1,NA,1,1,NA,"","Very positive","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","50%","30%","20%","60%","30%","No need for applications for this research type","Very important","Not at all important","Not very important","Not at all important","10%","90%","0%","0%","0%","","30%","70%","0%","0%","0%","","Decreased considerably","Stayed the same","Increased","Very important",NA,NA,1,NA,"","Will decrease slightly","Will decrease slightly","Will increase slightly","Will decrease considerably","","","","","","Canada"
"Incomplete","7/6/16 11:05","Ontario","Senior academic researcher with >10 years of experience applying for research grants","0%","0%","100%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 12:03","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","0%","50%","50%","Yes","60%","20%","20%",1,NA,NA,1,NA,"","Very positive","Strong partnership","Yes","Some partnership",1,NA,1,NA,NA,"","Very positive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 12:14","Ireland","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Ireland"
"Incomplete","7/6/16 12:40","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 12:45","Ontario","Senior academic researcher with >10 years of experience applying for research grants","100%","50%","50%","Yes","100%","20%","50%",1,NA,1,NA,NA,"","Slightly positive","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","0","0","6-Apr","0","0","30%","No need for applications for this research type","No need for applications for this research type","100%","","","Quite important","Quite important","Somewhat important","Not at all important","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 12:54","Ontario","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 13:17","Ontario","Senior academic researcher with >10 years of experience applying for research grants","90%","10%","0%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 13:32","Ontario","Senior academic researcher with >10 years of experience applying for research grants","60%","30%","10%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","7/6/16 13:42","France","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","France"
"Incomplete","7/6/16 13:45","Switzerland","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","80%","10%","10%","Yes","90%","10%","10%",1,1,1,NA,NA,"","Very positive","Some partnership","Yes","No partnership",1,1,NA,1,NA,"","Slightly positive","6-Apr","0","0","3-Jan","","","80%","No need for applications for this research type","No need for applications for this research type","50%","No need for applications for this research type","No need for applications for this research type","Somewhat important","Not at all important","Not very important","Not at all important","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Switzerland"
"Incomplete","7/6/16 14:01","France","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","90%","10%","0%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","0","0","3-Jan","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","France"
"Incomplete","7/6/16 13:58","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","United Kingdom"
"Incomplete","7/6/16 14:15","Pennsylvania","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
"Incomplete","7/6/16 14:24","Indiana","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
"Incomplete","7/6/16 14:25","France","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","France"
"Incomplete","7/6/16 14:25","Louisiana","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
"Incomplete","7/6/16 14:29","Iowa","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
