"Country","Country_work","gender","Location","what_participant_group","field_research","type.grant","number"
"USA","","","California","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"USA","","","Alabama","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","7-9"
"United Kingdom","","","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"Greece","","","Greece","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","0"
"USA","","","California","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","1-3"
"United Kingdom","","","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","","","external_pi_grant_11_15_fundamental","0"
"Australia","","","Australia","","","external_pi_grant_11_15_fundamental","0"
"USA","","","Massachusetts","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","1-3"
"United Kingdom","","","United Kingdom","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","1-3"
"France","","","France","","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","10-12"
"United Kingdom","","","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","1-3"
"United Kingdom","","","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","1-3"
"Greece","","","Greece","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","7-9"
"United Kingdom","","","United Kingdom","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","external_pi_grant_11_15_fundamental","1-3"
"United Kingdom","","","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","4-6"
"United Kingdom","","","United Kingdom","","","external_pi_grant_11_15_fundamental","0"
"United Kingdom","","","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","0"
"Canada","","","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"Australia","","","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"Australia","","","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"Belgium","","","Belgium","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","external_pi_grant_11_15_fundamental","0"
"Belgium","","","Belgium","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","external_pi_grant_11_15_fundamental","0"
"Germany","","","Germany","","","external_pi_grant_11_15_fundamental","0"
"Netherlands","","","Netherlands","Senior academic researcher with >10 years of experience applying for research grants","","external_pi_grant_11_15_fundamental","0"
